Sample Name,Atom Number,Occupied Orbitals,Molecule Weight,HOMO,LUMO,HOMO-LUMO Gap,Principal_Moment_I1,Principal_Moment_I2,Principal_Moment_I3,Farthest Distance,Molecular Radius,Molecular Size Short,Molecular Size Medium,Molecular Size Long,Long/Sum Size Ratio,Length/Diameter,MPP,SDP,Dipole Moment (a.u.),ODI LUMO+1,ODI LUMO,ODI HOMO,ODI HOMO-1,ODI Mean,ODI Std,Isosurface area,Sphericity,LEAE Minimal Value,LEAE Maximal Value,LEAE Average Value,Surface exposed atom num,ESP Minimal Value,ESP Maximal Value,ESP Overall Average Value (kcal/mol),ESP Overall Variance ((kcal/mol)^2),Balance of Charges (nu),Product of sigma^2_tot and nu ((kcal/mol)^2),Internal Charge Separation (Pi) (kcal/mol),Molecular Polarity Index (MPI) (kcal/mol),Polar Surface Area (Angstrom^2),Polar Surface Area (%),ALIE Minimal Value,ALIE Maximal Value,ALIE Average Value,ALIE Variance,Shape_Gyradius,Shape_Asphericity,Shape_Relative_Gyradius,Shape_Waist_Variance,Shape_Geometric_Asphericity
5a_S_bp2,57,137.0,532.47036,-0.232258,-0.145371,0.086886,3576.258,6459.7871,7950.1155,14.488,8.444,9.251,11.84,16.87,0.44440346671583997,0.9989341544291804,1.418638,7.159886,8.056718,15.72,15.3,12.7,8.13,12.9625,3.0203342116394998,412.01975,0.5348,-4.09522,-1e-05,-0.48181,57,-14.29804,168.4072,85.88667,1162.83477,0.01203325,13.99268,28.47223,86.20291,391.62,95.05,8.51453,16.83766,11.74062,2.13662,7.766174720121091,0.12600127777128686,1.3170711784356275,100.19492747284161,0.08822435560492799
5e_R_Me_R_bp3,69,177.0,696.5196,-0.23154,-0.157797,0.073744,4992.1827,9143.6242,10621.043,14.966,8.683,9.697,12.82,16.955,0.4295449939197406,0.976333064609006,1.570787,7.066292,8.240399,19.32,20.48,5.39,5.81,12.75,7.163291841046266,505.67883,0.4982,-4.56691,-0.00018,-0.39177,69,-4.5969,160.12151,83.0951,1233.54636,0.00133978,1.65268,29.54227,83.11824,491.22,97.14,8.45783,17.59468,12.29565,3.01988,7.966479374037394,0.11543917893317907,1.2930419324812843,32.0206970252606,0.07284877688142333
2h_R_Me_S_bp4,75,171.0,660.64124,-0.23483,-0.1432,0.09163,6555.4421,10066.685,14514.741,17.799,10.1,8.856,15.762,19.577,0.4429686616133046,0.9691584158415842,1.358375,6.543526,4.249575,12.83,14.04,8.02,12.82,11.9275,2.3098850079603532,541.4214,0.4826,-3.63681,-7e-05,-0.37339,75,-7.87826,157.82711,75.03435,850.01131,0.00510051,4.33549,23.85209,75.08627,526.5,97.24,8.60784,16.62043,11.52611,1.7939,9.173628256430383,0.1344609079775234,1.3655156791272178,106.54607682496223,0.1247569627589653
3a_S_bp1,69,143.0,544.56565,-0.23123,-0.145576,0.085654,4660.3061,6748.9379,10017.867,14.96,8.68,8.687,14.695,17.289,0.4250940473556097,0.995910138248848,1.326143,6.318973,3.549427,18.79,17.83,15.01,6.86,14.622499999999999,4.692085756888933,466.01513,0.5025,-4.30297,-8e-05,-0.36594,69,9.51798,158.84714,80.1532,817.19298,0.0,0.0,22.48741,80.1532,465.76,99.95,8.54166,16.61133,11.64932,1.83322,8.381933512691303,0.13050537896781012,1.3397641752797027,114.54198391778512,0.09894632881819344
6i_S_bp3,59,149.0,582.48935,-0.237448,-0.165765,0.071683,4331.6778,6364.0611,8477.088,14.662,8.531,9.417,12.606,16.781,0.4324554169673229,0.9835306529129058,1.453479,6.866557,9.289979,19.6,15.67,6.11,5.73,11.7775,6.021542057479961,446.57534,0.5193,-3.85516,-0.00018,-0.49903,59,-19.36132,170.39476,87.09529,1542.20346,0.02181873,33.64891,33.50352,87.3014,428.96,96.06,8.83854,17.24891,11.86356,2.02161,7.666279344802247,0.0983021823160317,1.2679515174642642,59.5195552880936,0.07731473082775686
6a_R_bp5,57,137.0,532.47036,-0.233715,-0.154433,0.079281,3111.0228,7576.352,8885.7812,15.215,8.808,9.302,11.971,16.999,0.4441628344481605,0.9649750227066303,1.446992,6.42509,5.430842,12.14,16.0,5.96,14.83,12.2325,3.8824565354939904,412.52554,0.5347,-3.91571,-5e-05,-0.47969,57,-4.19916,152.24375,82.54843,1004.95581,0.00146717,1.47444,24.93435,82.56369,398.89,96.7,8.62802,16.69946,11.72778,1.99694,8.101570492698679,0.1883143476810236,1.3629494429766338,97.78643588862772,0.08832738934409942
2c_R_Me_S_bp3,71,175.0,681.48829,-0.234208,-0.14661,0.087597,4479.5117,11521.638,13423.538,17.775,10.087,9.16,11.83,19.966,0.48749877917765405,0.9896896996133638,1.520803,6.632613,6.74016,16.54,15.25,13.87,6.13,12.9475,4.047742426340885,527.463,0.4892,-3.81889,-0.00023,-0.36951,71,-2.81285,155.82364,81.09893,968.56569,0.00059247,0.57385,25.31055,81.10845,515.79,97.79,8.72775,16.66534,11.61355,1.74473,8.780380706738192,0.2000032386936796,1.4127874543478376,96.07027863566842,0.1526862317574149
5a_R_Me_S_bp4,63,145.0,560.52359,-0.233646,-0.140337,0.093309,4752.02,7156.032,10189.48,14.779,8.589,8.767,15.636,16.306,0.4005502468741556,0.9492373966701595,1.218956,5.909845,5.305109,20.14,14.25,14.82,7.43,14.16,4.513784443236075,443.17437,0.5223,-3.69538,-3e-05,-0.42536,63,-10.29244,144.51263,79.92576,923.18843,0.0081584,7.53174,24.83537,80.03707,426.06,96.14,8.57125,16.53806,11.66939,1.86356,8.389992807546927,0.12540270594978342,1.3353879847875407,119.49596243071679,0.0889502470104491
1d_S_bp5,51,119.0,460.40594,-0.230165,-0.149632,0.080534,2357.0912,4910.1529,5709.4301,13.298,7.849,9.179,11.14,15.606,0.4344050104384133,0.9941393808128424,1.514591,6.516447,6.03497,15.99,17.57,14.29,6.72,13.6425,4.161618525285565,368.91233,0.5449,-4.52098,-6e-05,-0.47561,51,-0.48553,162.62435,85.79498,1197.79764,1.457e-05,0.01745,28.0905,85.79523,357.58,96.93,8.47955,16.71938,11.78004,2.12879,7.094114583538414,0.14772114072016576,1.2633627152004971,52.30975368565605,0.07202575754240015
4a_R_Me_S_bp5,63,145.0,560.52359,-0.232595,-0.150841,0.081754,3885.1643,6525.6469,9014.8069,14.166,8.283,8.29,12.566,16.535,0.44221871573373267,0.9981286973318847,1.302445,5.921888,5.665924,12.84,13.87,6.33,8.65,10.4225,3.0667521500766894,444.67751,0.5206,-3.73404,-0.0001,-0.42742,63,-6.4005,149.61133,81.8132,1008.10848,0.0036684,3.69815,25.74897,81.85512,426.73,95.96,8.5704,16.52352,11.68764,1.8065,7.866419936109501,0.14207495865409034,1.3656700221828577,77.69043742818596,0.1020100863763888
5d_R_bp1,63,145.0,560.52359,-0.229604,-0.141498,0.088106,4636.1083,7007.8715,10229.535,15.556,8.978,7.656,14.558,17.658,0.4428671749598716,0.9834038761416798,1.264981,5.328961,3.529291,16.93,14.13,14.52,5.25,12.7075,4.4371295620028945,442.32105,0.5235,-3.79774,-7e-05,-0.41428,63,2.39505,150.68452,78.22291,758.6363,0.0,0.0,21.25675,78.22291,437.77,98.97,8.52311,16.5308,11.632,1.80534,8.347367203757534,0.13492601386630126,1.3861866517587034,83.06162229558772,0.13504451644608112
6c_S_bp1,57,153.0,601.36035,-0.231732,-0.158263,0.073469,3979.677,8076.9397,9821.4006,15.147,8.774,8.683,12.12,16.857,0.44761019649495487,0.9606222931388193,1.590757,6.735784,4.63603,19.21,17.29,6.07,12.71,13.82,5.059337901346381,440.03851,0.5243,-3.86997,-5e-05,-0.44009,57,5.55621,152.00244,79.31921,940.36614,0.0,0.0,25.03798,79.31921,436.91,99.29,8.5921,16.91526,11.68266,1.95841,8.059792393100784,0.15196027030702183,1.385564871086136,83.26405752032639,0.09977978598833112
3c_R_Me_S_bp1,75,167.0,641.50887,-0.230547,-0.145504,0.085044,5527.646,7919.9648,11590.91,14.993,8.696,8.559,14.706,17.171,0.42464635473340584,0.9872930082796688,1.420348,6.421937,3.858561,19.33,17.79,14.52,6.86,14.625,4.807819152172843,523.09476,0.4874,-4.12593,-7e-05,-0.31454,75,6.57151,146.06611,78.28494,763.0983,0.0,0.0,21.79437,78.28494,520.92,99.58,8.53079,16.599,11.5994,1.61348,8.348156979618102,0.1229236502450768,1.3437138476777455,50.62467156352515,0.10098837551095831
4j_S_bp2,77,177.0,684.66271,-0.221012,-0.153505,0.067507,6062.8157,8065.1377,10136.329,13.812,8.106,10.317,14.341,15.291,0.38276302285413905,0.9431902294596596,1.899157,8.041707,7.259275,4.05,5.56,5.72,8.41,5.935,1.5704855936938742,540.83806,0.4923,-3.80743,-0.00013,-0.37927,77,-13.63003,162.32635,76.50595,1040.64144,0.01260744,13.11982,27.28884,76.76057,519.82,96.11,8.4769,16.55219,11.49252,1.87247,7.95484147518913,0.060847511599655124,1.2610409481931626,21.325993525610283,0.038316780912794404
3f_S_bp4,87,167.0,628.72535,-0.234923,-0.140298,0.094624,5788.9202,7984.3009,11593.399,15.406,8.903,8.86,14.962,17.322,0.4210091386350379,0.9728181511849937,1.454732,6.545747,4.463802,16.26,13.46,14.49,7.15,12.84,3.4343631141741553,553.43971,0.4815,-4.06723,-0.00018,-0.29048,87,-4.61083,154.80799,78.04823,656.18928,0.00232084,1.52291,19.88459,78.06362,544.15,98.32,8.62953,16.3017,11.54895,1.45835,8.48765097071339,0.11123106754227775,1.338857290862616,39.011645933724026,0.09495935484284786
3h_R_Me_R_bp1,79,163.0,620.66182,-0.229422,-0.141789,0.087633,5530.6859,7641.256,11404.007,15.157,8.779,8.398,14.465,17.526,0.4339300304538365,0.9981774689600182,1.392468,5.994174,3.154808,18.15,14.53,13.07,9.8,13.8875,2.998235939681865,536.25215,0.4819,-4.0281,-0.00012,-0.33297,79,1.41061,158.65236,76.48914,748.4337,0.0,0.0,21.39596,76.48914,531.1,99.04,8.54889,16.47638,11.53444,1.66393,8.408426078501654,0.1212368807919358,1.3602213373196066,52.2045554160545,0.11031986027544093
5j_R_bp1,77,177.0,684.66271,-0.226197,-0.139364,0.086833,6640.6587,8927.9304,13005.02,15.487,8.943,9.945,15.326,17.201,0.4049962328122057,0.9617018897461702,1.588458,7.529776,3.571779,18.45,13.81,10.62,3.82,11.674999999999999,5.321487104184318,541.58244,0.4914,-3.62891,-5e-05,-0.37279,77,-2.14837,149.83968,72.21119,699.57382,0.00052633,0.36821,20.80789,72.21503,533.8,98.56,8.47714,16.52008,11.484,1.7235,8.632388254688754,0.10643824686854161,1.3028340732692771,71.7159395369694,0.06759189209226484
4a_R_bp5,57,137.0,532.47036,-0.232842,-0.15919,0.073652,3391.1813,6243.8305,8403.3033,14.338,8.369,8.394,12.161,16.65,0.4475204945571832,0.9947425020910502,1.258513,5.983812,4.850634,10.9,15.57,5.65,14.74,11.715,3.919824613423412,411.68394,0.5358,-3.83383,-9e-05,-0.47602,57,0.12681,158.15527,81.50738,965.34751,0.0,0.0,23.99378,81.50738,404.32,98.21,8.65117,16.73238,11.70244,1.94442,7.77744869511731,0.15657296725886538,1.3562515132432424,108.55824374138379,0.10341889467661784
2e_R_Me_S_bp5,77,191.0,748.59431,-0.233267,-0.150132,0.083135,7561.8275,11861.636,15931.729,17.747,10.074,8.928,15.663,19.474,0.4419380460683082,0.9665475481437363,1.49046,6.783292,0.999531,10.51,15.51,12.96,8.81,11.947500000000002,2.5311496893704253,574.04832,0.4662,-3.97614,-7e-05,-0.34958,77,7.77868,150.87643,79.02392,632.07686,0.0,0.0,20.93,79.02392,573.56,99.91,9.47601,17.34009,12.13986,2.27456,9.18310304600524,0.11634862382411516,1.368511980828083,63.963481348510925,0.1214738261158334
5c_R_bp3,57,153.0,601.36035,-0.233542,-0.144999,0.088543,4062.6815,7465.9316,9482.0212,15.138,8.769,8.14,12.323,17.117,0.4554816391697712,0.9759949823240963,1.32209,5.0661,7.140697,16.44,14.58,9.09,3.9,11.0025,4.910908139030906,439.33241,0.5254,-3.76512,-9e-05,-0.43969,57,-3.99753,164.27316,82.75362,1053.91473,0.00112583,1.18653,25.88129,82.77836,425.96,96.96,8.69318,16.8642,11.69923,1.90234,7.898386383151468,0.13880602456200683,1.3726804608426522,59.43293960315418,0.11843538399382653
1i_R_bp2,47,123.0,482.3717,-0.241767,-0.168956,0.072811,2833.8293,4640.3679,5370.2413,12.809,7.604,8.878,11.463,14.791,0.42101218262552653,0.9725802209363493,1.351344,6.139378,8.704419,20.15,15.66,8.87,6.8,12.87,5.329807688838313,369.17024,0.5459,-3.99049,-0.0002,-0.58551,47,-2.92452,188.40924,91.00508,1875.008,0.00036776,0.68955,36.36528,91.00965,359.64,97.42,8.97014,17.50022,11.99688,2.39462,6.89529192910375,0.0875782596587151,1.252092014308629,66.86777214316909,0.06144783960474277
2a_R_bp1,65,151.0,584.54506,-0.23137,-0.148981,0.082389,5546.5922,9222.8736,13349.212,17.82,10.11,8.207,15.314,19.447,0.4525926270713088,0.9617705242334322,1.256672,5.865433,3.365557,17.57,15.35,6.14,15.15,13.5525,4.3837334259738014,467.2378,0.5089,-3.81999,-5e-05,-0.43733,65,3.60443,159.75392,77.7747,883.37299,0.0,0.0,23.91282,77.7747,463.7,99.24,8.62226,16.69521,11.62906,2.00037,9.26778002270788,0.15546602910011706,1.431817715097895,125.5520909544314,0.1425822359296944
4j_R_bp2,77,177.0,684.66271,-0.221108,-0.153111,0.067996,5930.6117,8260.1932,10147.98,14.024,8.212,10.336,13.612,15.503,0.39296849256039135,0.9439235265465173,1.943652,8.206776,6.537043,4.68,4.24,5.77,10.97,6.415,2.6881638714929568,540.54141,0.4927,-3.64915,-8e-05,-0.37469,77,-8.42987,160.34171,75.69333,973.59579,0.00582089,5.66719,26.21219,75.8039,523.36,96.82,8.56805,16.54939,11.47884,1.81116,7.967045658934921,0.06487137234565532,1.2784619922971283,34.482313604066135,0.03850595105533912
2i_S_bp4,67,163.0,634.56406,-0.240751,-0.163731,0.07702,6043.1506,10020.458,14258.902,17.797,10.099,8.345,15.216,19.651,0.4547579376099231,0.9729181107040301,1.210879,5.480874,6.122997,18.2,16.93,8.17,6.65,12.487499999999999,5.125565212735079,503.2883,0.4939,-3.73518,-2e-05,-0.44486,67,-12.28538,176.40604,78.08226,1204.13594,0.01161187,13.98227,27.79112,78.15018,487.63,96.89,8.8486,17.27449,11.73667,1.93338,9.237012840052298,0.14883656456284458,1.417255963702052,104.47390931609118,0.1416395438121009
2h_S_bp2,69,163.0,632.58801,-0.23263,-0.151388,0.081242,4005.9426,11099.929,12392.909,17.794,10.097,10.523,11.939,20.059,0.47174337386232684,0.9933148459938597,1.43146,7.810292,6.725517,14.99,15.35,5.53,9.52,11.3475,4.076483625626381,508.2731,0.494,-3.78207,-3e-05,-0.41663,69,-12.22503,167.57321,79.01293,1014.57759,0.010198,10.34667,26.22744,79.18333,488.85,96.18,8.5424,16.83236,11.56169,1.99264,8.810131933703572,0.2088812404768664,1.3472992138510547,144.13064891544485,0.12116065535077535
5e_S_bp2,63,169.0,668.46637,-0.23449,-0.162298,0.072192,4668.7713,8965.9353,9660.2023,14.502,8.451,10.905,11.654,16.343,0.4201069353760732,0.9669269908886522,1.623892,7.719913,9.29445,16.62,15.63,8.63,5.64,11.63,4.630880045952389,473.87623,0.5093,-4.24189,-5e-05,-0.43257,63,-10.29798,177.44066,84.50655,1336.17064,0.00596649,7.97225,31.11207,84.63348,455.66,96.16,8.64621,17.50284,12.3655,3.21865,7.888165432278935,0.11217622133104094,1.2866263256825703,74.57945719128577,0.0499393737469899
2h_R_Me_S_bp3,75,171.0,660.64124,-0.232365,-0.145346,0.087019,4403.084,11343.792,13201.357,17.794,10.097,9.787,11.676,19.979,0.48209545871338255,0.9893532732494801,1.599639,7.373936,6.051834,14.81,14.99,10.82,5.67,11.572500000000002,3.7936287048154833,541.10458,0.4831,-3.75284,-0.00015,-0.37855,75,-4.60115,155.05765,78.3244,949.07922,0.00156962,1.48969,25.18846,78.35116,525.52,97.12,8.67091,16.58593,11.54746,1.80992,8.845334226168019,0.2001485151893346,1.3979630256757878,101.6320559959498,0.1397054008109869
6e_R_bp5,63,169.0,668.46637,-0.235365,-0.160062,0.075303,5186.58,8596.9528,10834.594,15.047,8.723,9.66,12.31,16.815,0.43354389583601916,0.9638312507164966,1.72807,6.912414,6.542436,12.96,14.88,6.07,5.33,9.81,4.173889073753638,478.25852,0.5042,-3.74922,-9e-05,-0.42585,63,-2.84148,159.07036,80.79939,1170.37287,0.00054696,0.64015,28.67684,80.80564,466.93,97.63,8.72456,17.44169,12.33493,3.04061,8.109118538656643,0.11122477334243873,1.3395231076348655,65.30544568328115,0.07440500037978877
3h_S_bp4,73,155.0,592.60859,-0.235407,-0.145663,0.089744,5446.4628,7168.509,10796.319,14.655,8.528,8.309,14.852,16.66,0.41837221566510135,0.9767823639774859,1.274555,5.655799,4.144956,15.71,14.42,7.34,14.58,13.0125,3.312547169475478,505.47535,0.4908,-3.8522,-0.00013,-0.37497,73,-5.55864,161.01821,77.88739,827.92571,0.00262468,2.17304,22.41163,77.91358,493.94,97.72,8.62344,16.67077,11.56699,1.77012,8.3987678689836,0.11322038612970033,1.3745691431318303,74.5678113555937,0.10210121096503944
7k_S_bp2,99,219.0,841.74417,-0.228799,-0.143972,0.084827,10902.87,13290.828,15402.038,14.411,8.955,12.522,14.109,17.382,0.3949287710449185,0.9705192629815746,2.437014,11.980382,8.69792,8.68,15.32,13.76,6.97,11.1825,3.455794951961126,667.69581,0.4596,-3.67075,-5e-05,-0.27665,99,-15.20912,146.81152,79.68064,903.90094,0.01754451,15.8585,25.50007,79.89708,646.74,96.86,8.47851,16.25424,11.50446,1.54653,9.164663338016172,0.028533600422645525,1.3121410856087545,29.70177607839317,0.028002122966006692
6f_S_bp5,75,161.0,616.63006,-0.227418,-0.150642,0.076776,4788.2395,7982.4164,9668.0224,14.31,8.355,10.098,13.646,16.5,0.4099990060630156,0.9874326750448833,1.862257,8.067409,5.844846,14.59,17.27,5.84,5.13,10.707500000000001,5.313691631060275,510.12861,0.4949,-4.16938,-9e-05,-0.369,75,-5.0823,145.3848,79.761,767.63657,0.00219004,1.68116,21.87536,79.79279,493.43,96.73,8.40033,16.44097,11.60276,1.66112,8.060694233115669,0.10231222533596025,1.275708549505525,19.043013034819854,0.05506388168632206
3b_S_bp4,69,151.0,580.54657,-0.236401,-0.148872,0.087529,5011.2889,6997.4981,10410.126,14.866,8.633,8.075,14.504,17.072,0.4305566063907594,0.9887640449438203,1.151417,5.14749,5.308584,13.82,14.81,7.04,14.93,12.65,3.267453136618795,476.31901,0.4987,-4.13866,-9e-05,-0.35477,69,-5.68597,166.94695,80.80583,956.40741,0.00293976,2.81161,24.35036,80.83112,463.64,97.34,8.69667,17.37501,11.89309,2.44354,8.303780706541906,0.12260567884770984,1.3716970604647325,55.139308287737286,0.113639357853512
2j_R_bp4,85,191.0,736.73742,-0.227702,-0.141259,0.086443,6306.1039,13261.83,16362.909,17.76,10.08,10.356,13.96,19.524,0.44534671532846715,0.968452380952381,1.696202,8.04039,5.123973,4.89,12.27,5.07,9.89,8.030000000000001,3.1645852808859485,597.63216,0.4719,-3.49526,-8e-05,-0.33889,85,-14.10546,158.19244,73.11198,752.91733,0.01730896,13.03221,22.72463,73.34945,572.66,95.82,8.45287,16.528,11.47583,1.72616,9.331763108801185,0.16460709347997357,1.3741543923823567,96.70378401485031,0.09366042929266559
2h_R_Me_R_bp4,75,171.0,660.64124,-0.231136,-0.143967,0.087169,6188.3085,10380.479,14099.83,17.784,10.092,9.147,14.974,19.47,0.4466518318001422,0.9646254458977407,1.471194,6.97164,5.505481,14.28,14.38,5.62,7.45,10.432500000000001,3.950995918752638,542.13333,0.482,-3.44197,-3e-05,-0.37753,75,-13.63844,162.93009,76.50545,873.37708,0.01554663,13.57807,24.55888,76.71209,517.6,95.47,8.53499,16.62943,11.55132,1.81978,9.10438582938253,0.13628933349337632,1.3662926926227013,128.09759991708148,0.1169865239297451
3e_S_bp4,75,175.0,680.56165,-0.238909,-0.153316,0.085593,5912.9541,8574.7618,11798.97,14.548,8.474,9.06,14.984,15.752,0.3958186752437431,0.9294312013216899,1.362758,5.863791,5.013578,19.33,17.89,9.11,7.19,13.379999999999999,5.2983865468649975,528.41759,0.482,-4.1786,-0.00011,-0.34066,75,-1.27281,170.84656,79.79585,962.8007,0.00012197,0.11743,24.53872,79.79681,521.92,98.77,8.76573,17.42714,12.22119,2.90955,8.304637140717253,0.10521763263546598,1.3414588371965959,72.17627035606719,0.07252767728032278
4b_S_bp4,57,145.0,568.45128,-0.23528,-0.159919,0.075361,4440.096,6054.2221,8881.1894,13.581,7.991,8.195,13.697,15.921,0.42104567212334376,0.9961832061068703,1.147009,5.264561,5.481566,15.12,11.48,6.12,5.38,9.525,3.9969081800811987,423.17303,0.529,-3.65988,-2e-05,-0.4561,57,-7.9003,162.25084,78.21007,1128.51952,0.00411325,4.64188,27.63134,78.27661,406.94,96.16,8.6206,16.81265,11.918,2.35943,7.8012973016024985,0.11209573542389997,1.337845066395316,94.03520453105507,0.09336976136908234
2c_R_bp2,65,167.0,653.43506,-0.236125,-0.150142,0.085983,4000.2318,11358.701,12737.791,17.79,10.095,9.5,12.506,20.062,0.4768945516782353,0.9936602278355622,1.295909,6.76288,6.788546,17.14,15.38,5.48,11.07,12.2675,4.498140588065251,494.49584,0.5008,-3.78869,-0.0001,-0.40321,65,-5.52325,169.08289,81.43052,991.60258,0.00219387,2.17545,25.61836,81.47272,481.05,97.28,8.73062,16.95011,11.63495,1.87975,8.762205777603072,0.21543348406871593,1.3650920609203663,139.60325964563157,0.1368631506338877
7j_R_bp1,99,203.0,772.85418,-0.225553,-0.139753,0.0858,7715.171,11669.857,14248.406,15.59,8.995,12.432,14.492,17.483,0.3936991915688968,0.9718176764869373,2.258959,10.033695,3.003118,18.51,14.92,14.8,6.37,13.65,4.459635635340628,636.9976,0.4682,-3.69323,-6e-05,-0.27862,99,-2.43901,134.99219,72.62825,618.20614,0.00075165,0.46468,19.79048,72.63247,628.45,98.66,8.48243,16.10643,11.43916,1.46961,8.815016565022134,0.08147391250720756,1.2514551289013516,55.601021243746025,0.02887247573074676
3b_R_bp4,69,151.0,580.54657,-0.234685,-0.149196,0.085489,4767.7654,7202.5959,9992.6257,14.849,8.624,8.996,13.822,16.795,0.4239769772549416,0.9737360853432282,1.292385,6.019636,6.517801,14.84,14.84,6.92,14.86,12.865,3.432357061845402,477.66163,0.497,-4.1397,-6e-05,-0.35657,69,-10.79492,168.53886,82.37597,987.14694,0.00953327,9.41074,25.01584,82.5053,456.43,95.55,8.64738,17.43827,11.91232,2.49648,8.218907820214929,0.1175383133171451,1.3381390347719933,72.09544181997244,0.08388573926551185
1a_R_Me_S_bp5,51,119.0,460.40594,-0.235332,-0.144569,0.090764,2183.2896,5320.9755,6155.2531,13.346,7.873,8.657,10.696,15.664,0.44732558471599504,0.9947923282103391,1.359674,6.125511,6.579875,13.49,15.8,14.43,7.24,12.74,3.2799466459075215,367.6865,0.5473,-4.19592,-9e-05,-0.48131,51,-5.88633,169.52729,87.86462,1355.5494,0.00213156,2.88943,30.78731,87.90653,350.42,95.31,8.58396,16.70292,11.82515,2.17185,7.278370547068735,0.1854221446986874,1.338107211376422,86.6929124675307,0.08964226757681214
1h_S_bp4,49,123.0,480.39565,-0.23656,-0.152549,0.084011,2710.8264,5052.7273,6437.2361,13.154,7.777,8.134,12.604,15.359,0.42549242319306313,0.9874630320174874,1.13459,5.037554,5.061999,13.74,14.23,7.32,6.01,10.325,3.6932539853088904,377.46431,0.5408,-3.84331,-0.00018,-0.5298,49,-3.292,168.08811,81.96951,1241.21025,0.00078304,0.97192,29.02205,81.97864,368.71,97.68,8.67999,16.96935,11.72452,2.32492,7.265137129603115,0.14322158033544644,1.2995885996802816,60.33752523912618,0.0865348259089056
5c_R_bp2,57,153.0,601.36035,-0.233856,-0.147705,0.086151,4095.5586,7428.8019,9162.8802,15.102,8.751,8.62,12.71,17.031,0.44396652850551344,0.9730887898525883,1.234184,5.696443,7.479588,16.46,14.92,7.04,5.3,10.93,4.830372656431386,438.76375,0.5259,-3.7329,-4e-05,-0.43875,57,-9.26441,165.86538,82.98794,1024.6808,0.00611946,6.27049,26.13948,83.13102,421.11,95.98,8.65422,16.94005,11.69684,1.90448,7.837362524662548,0.12761519892621198,1.3248280827663033,95.67660218703098,0.10091591886291086
6j_S_bp2,77,177.0,684.66271,-0.228903,-0.1522,0.076703,6494.1782,8706.3551,9808.034,14.044,8.222,12.784,13.209,14.694,0.36114729520485656,0.8935782048163465,2.18169,10.116363,7.712957,12.04,14.1,5.11,10.94,10.5475,3.3379737491478267,541.80188,0.4909,-3.68858,-4e-05,-0.37487,77,-14.72456,149.9142,78.12447,985.51232,0.0148768,14.66127,26.86619,78.38606,517.95,95.6,8.46879,16.54313,11.53777,1.80721,8.075916617538779,0.03989555907888749,1.2414240603518272,75.94739032673138,0.005447553811665036
7k_R_bp4,99,219.0,841.74417,-0.231681,-0.141986,0.089695,9986.0178,13871.656,18254.756,15.368,8.884,12.645,14.938,17.135,0.3831790330515676,0.9643741557856822,2.276853,10.143035,6.671988,22.35,11.13,13.18,6.25,13.227500000000001,5.8375353317988585,668.8292,0.4588,-3.50757,-4e-05,-0.28075,99,-14.69345,141.57394,76.45526,770.35246,0.01993342,15.35576,23.01599,76.64679,645.15,96.46,8.53292,16.21416,11.49509,1.49692,9.45144413629012,0.08209557547699425,1.329699841934382,50.424970389930664,0.02234895676806563
